ID,Energy
2023-01-01 06:00:00_B_0,69.50672646
2023-01-01 11:00:00_B_0,71.1509716
2023-01-01 12:00:00_B_0,69.65620329000001
2023-01-01 13:00:00_B_0,68.16143498
2023-01-01 23:00:00_B_0,81.091180865
2023-01-02 07:00:00_B_0,77.503736925
2023-01-02 19:00:00_B_0,83.55754858
2023-01-04 02:00:00_B_0,60.837070255
2023-01-04 05:00:00_B_0,57.10014947333334
2023-01-04 09:00:00_B_0,68.98355755
2023-01-04 13:00:00_B_0,76.68161435
2023-01-05 02:00:00_B_0,60.388639760000004
2023-01-05 06:00:00_B_0,60.70894725857143
2023-01-05 11:00:00_B_0,70.70254111
2023-01-05 13:00:00_B_0,71.4872944725
2023-01-05 18:00:00_B_0,83.85650224
2023-01-06 06:00:00_B_0,67.26457399
2023-01-06 22:00:00_B_0,70.313901348
2023-01-07 10:00:00_B_0,73.64225212166667
2023-01-01 02:00:00_B_1,18.08669656
2023-01-01 09:00:00_B_1,19.43198804
2023-01-02 13:00:00_B_1,17.33931241
2023-01-02 15:00:00_B_1,17.189835575
2023-01-02 18:00:00_B_1,18.161434980000003
2023-01-03 01:00:00_B_1,16.96562033
2023-01-03 05:00:00_B_1,15.769805680000001
2023-01-03 13:00:00_B_1,17.638266066666667
2023-01-03 14:00:00_B_1,18.23617339333333
2023-01-03 17:00:00_B_1,18.086696563333334
2023-01-03 18:00:00_B_1,17.339312406666664
2023-01-03 23:00:00_B_1,19.207772795
2023-01-04 01:00:00_B_1,19.207772795
2023-01-04 03:00:00_B_1,17.68809168
2023-01-04 08:00:00_B_1,16.990533133333333
2023-01-04 09:00:00_B_1,17.09018435666667
2023-01-04 12:00:00_B_1,17.339312405
2023-01-04 16:00:00_B_1,19.05829596
2023-01-04 19:00:00_B_1,17.48878924
2023-01-04 22:00:00_B_1,20.627802690000003
2023-01-05 11:00:00_B_1,18.23617339
2023-01-05 18:00:00_B_1,19.095665175
2023-01-05 19:00:00_B_1,19.35724963
2023-01-05 20:00:00_B_1,19.618834085
2023-01-05 23:00:00_B_1,18.584952666666666
