Time,Energy
2023-01-01 06:00:00_B_0,61.88340807
2023-01-01 11:00:00_B_0,69.65620329
2023-01-01 12:00:00_B_0,71.1509716
2023-01-01 13:00:00_B_0,69.05829596
2023-01-01 23:00:00_B_0,84.75336323
2023-01-02 07:00:00_B_0,82.36173393
2023-01-02 19:00:00_B_0,82.36173393
2023-01-04 02:00:00_B_0,58.59491779
2023-01-04 05:00:00_B_0,55.754858
2023-01-04 09:00:00_B_0,72.19730942
2023-01-04 13:00:00_B_0,79.07324365
2023-01-05 02:00:00_B_0,58.59491779
2023-01-05 06:00:00_B_0,56.80119581
2023-01-05 11:00:00_B_0,70.70254111
2023-01-05 13:00:00_B_0,70.85201794
2023-01-05 18:00:00_B_0,88.04185351
2023-01-06 06:00:00_B_0,60.53811659
2023-01-06 22:00:00_B_0,77.57847534
2023-01-07 10:00:00_B_0,74.73841555
2023-01-01 02:00:00_B_1,16.74140508
2023-01-01 09:00:00_B_1,17.7877429
2023-01-02 13:00:00_B_1,17.7877429
2023-01-02 15:00:00_B_1,17.63826607
2023-01-02 18:00:00_B_1,17.7877429
2023-01-03 01:00:00_B_1,15.24663677
2023-01-03 05:00:00_B_1,15.69506726
2023-01-03 13:00:00_B_1,17.7877429
2023-01-03 14:00:00_B_1,18.08669656
2023-01-03 17:00:00_B_1,18.83408072
2023-01-03 18:00:00_B_1,17.93721973
2023-01-03 23:00:00_B_1,17.48878924
2023-01-04 01:00:00_B_1,17.33931241
2023-01-04 03:00:00_B_1,16.74140508
2023-01-04 08:00:00_B_1,17.7877429
2023-01-04 09:00:00_B_1,17.7877429
2023-01-04 12:00:00_B_1,18.08669656
2023-01-04 16:00:00_B_1,18.08669656
2023-01-04 19:00:00_B_1,17.7877429
2023-01-04 22:00:00_B_1,18.83408072
2023-01-05 11:00:00_B_1,18.83408072
2023-01-05 18:00:00_B_1,17.33931241
2023-01-05 19:00:00_B_1,17.63826607
2023-01-05 20:00:00_B_1,18.68460389
2023-01-05 23:00:00_B_1,17.33931241
2023-01-06 03:00:00_B_1,15.8445441
2023-01-06 05:00:00_B_1,15.54559043
2023-01-06 17:00:00_B_1,17.7877429
2023-01-01 02:00:00_B_2,49.92526158
2023-01-01 05:00:00_B_2,49.92526158
2023-01-01 09:00:00_B_2,55.90433483
2023-01-02 03:00:00_B_2,49.92526158
2023-01-02 05:00:00_B_2,49.92526158
2023-01-02 10:00:00_B_2,57.24962631
2023-01-02 17:00:00_B_2,57.99701046
2023-01-02 20:00:00_B_2,57.39910314
2023-01-02 21:00:00_B_2,57.99701046
2023-01-03 08:00:00_B_2,55.15695067
2023-01-03 16:00:00_B_2,56.80119581
2023-01-03 19:00:00_B_2,56.35276532
2023-01-03 22:00:00_B_2,63.67713004
2023-01-04 11:00:00_B_2,55.60538117
2023-01-04 12:00:00_B_2,55.60538117
2023-01-04 17:00:00_B_2,56.50224215
2023-01-04 23:00:00_B_2,57.24962631
2023-01-05 00:00:00_B_2,51.4200299
2023-01-05 06:00:00_B_2,49.92526158
2023-01-05 10:00:00_B_2,53.96113602
2023-01-05 20:00:00_B_2,57.99701046
2023-01-06 03:00:00_B_2,49.92526158
2023-01-06 04:00:00_B_2,49.92526158
2023-01-06 19:00:00_B_2,56.50224215
2023-01-07 06:00:00_B_2,50.67264574
2023-01-01 08:00:00_B_3,44.84304933
2023-01-01 15:00:00_B_3,32.58594918
2023-01-01 17:00:00_B_3,53.81165919
2023-01-01 18:00:00_B_3,55.15695067
2023-01-01 22:00:00_B_3,46.18834081
2023-01-02 00:00:00_B_3,39.46188341
2023-01-02 02:00:00_B_3,24.81315396
2023-01-02 03:00:00_B_3,21.52466368
2023-01-02 04:00:00_B_3,21.52466368
2023-01-02 09:00:00_B_3,38.56502242
2023-01-02 11:00:00_B_3,36.02391629
2023-01-02 15:00:00_B_3,34.82810164
2023-01-02 16:00:00_B_3,37.21973094
2023-01-02 22:00:00_B_3,47.68310912
2023-01-03 04:00:00_B_3,21.52466368
2023-01-03 05:00:00_B_3,20.1793722
2023-01-03 08:00:00_B_3,34.82810164
2023-01-03 20:00:00_B_3,43.19880419
2023-01-03 22:00:00_B_3,46.78624813
2023-01-04 00:00:00_B_3,37.81763827
2023-01-04 03:00:00_B_3,22.86995516
2023-01-04 05:00:00_B_3,20.92675635
2023-01-04 09:00:00_B_3,31.83856502
2023-01-04 13:00:00_B_3,37.81763827
2023-01-04 17:00:00_B_3,39.76083707
2023-01-04 20:00:00_B_3,39.46188341
2023-01-05 02:00:00_B_3,25.41106129
2023-01-05 06:00:00_B_3,22.86995516
2023-01-05 16:00:00_B_3,33.632287
2023-01-05 23:00:00_B_3,39.46188341
2023-01-06 10:00:00_B_3,34.82810164
2023-01-06 16:00:00_B_3,33.632287
2023-01-06 18:00:00_B_3,50.07473842
2023-01-01 04:00:00_B_4,17.48878924
2023-01-01 15:00:00_B_4,22.27204783
2023-01-01 19:00:00_B_4,26.9058296
2023-01-02 03:00:00_B_4,17.48878924
2023-01-02 05:00:00_B_4,17.48878924
2023-01-02 08:00:00_B_4,26.30792227
2023-01-02 09:00:00_B_4,23.76681614
2023-01-02 11:00:00_B_4,22.27204783
2023-01-02 13:00:00_B_4,23.31838565
2023-01-02 19:00:00_B_4,26.30792227
2023-01-03 04:00:00_B_4,17.48878924
2023-01-03 05:00:00_B_4,19.13303438
2023-01-03 08:00:00_B_4,23.01943199
2023-01-03 21:00:00_B_4,25.41106129
2023-01-04 08:00:00_B_4,20.77727952
2023-01-04 09:00:00_B_4,22.42152466
2023-01-05 20:00:00_B_4,24.66367713
2023-01-05 21:00:00_B_4,23.91629297
2023-01-06 03:00:00_B_4,17.33931241
2023-01-06 04:00:00_B_4,17.18983558
2023-01-06 17:00:00_B_4,24.36472347
2023-01-06 18:00:00_B_4,27.80269058
2023-01-06 19:00:00_B_4,26.9058296
2023-01-07 06:00:00_B_4,20.92675635
2023-01-02 09:00:00_B_5,21.82361734
2023-01-02 13:00:00_B_5,21.97309417
2023-01-02 17:00:00_B_5,21.97309417
2023-01-02 21:00:00_B_5,21.82361734
2023-01-03 13:00:00_B_5,21.82361734
2023-01-03 15:00:00_B_5,21.82361734
2023-01-03 21:00:00_B_5,21.97309417
2023-01-03 22:00:00_B_5,21.97309417
2023-01-04 01:00:00_B_5,21.52466368
2023-01-04 10:00:00_B_5,21.82361734
2023-01-04 14:00:00_B_5,21.97309417
2023-01-04 20:00:00_B_5,21.97309417
2023-01-05 00:00:00_B_5,22.86995516
2023-01-05 02:00:00_B_5,21.97309417
2023-01-05 11:00:00_B_5,21.82361734
2023-01-05 20:00:00_B_5,21.82361734
2023-01-05 21:00:00_B_5,21.97309417
2023-01-06 06:00:00_B_5,21.37518685
2023-01-06 07:00:00_B_5,21.52466368
2023-01-06 09:00:00_B_5,21.67414051
2023-01-06 18:00:00_B_5,21.82361734
2023-01-06 20:00:00_B_5,21.82361734
2023-01-07 15:00:00_B_5,21.67414051
2023-01-01 01:00:00_B_6,25.41106129
2023-01-01 02:00:00_B_6,23.76681614
2023-01-01 15:00:00_B_6,25.26158445
2023-01-02 00:00:00_B_6,28.8490284
2023-01-02 09:00:00_B_6,27.50373692
2023-01-02 11:00:00_B_6,25.41106129
2023-01-03 03:00:00_B_6,23.31838565
2023-01-03 04:00:00_B_6,23.76681614
2023-01-03 21:00:00_B_6,29.14798206
2023-01-04 01:00:00_B_6,24.36472347
2023-01-04 11:00:00_B_6,25.71001495
2023-01-04 15:00:00_B_6,26.75635277
2023-01-05 00:00:00_B_6,28.25112108
2023-01-05 02:00:00_B_6,24.06576981
2023-01-05 10:00:00_B_6,27.20478326
2023-01-05 13:00:00_B_6,25.26158445
2023-01-05 17:00:00_B_6,27.20478326
2023-01-05 18:00:00_B_6,29.59641256
2023-01-05 23:00:00_B_6,26.00896861
2023-01-06 00:00:00_B_6,25.11210762
2023-01-06 11:00:00_B_6,26.9058296
2023-01-07 09:00:00_B_6,27.05530643
2023-01-01 01:00:00_B_7,49.47683109
2023-01-01 03:00:00_B_7,49.32735426
2023-01-01 05:00:00_B_7,47.68310912
2023-01-01 11:00:00_B_7,49.77578475
2023-01-01 18:00:00_B_7,49.47683109
2023-01-01 21:00:00_B_7,50.22421525
2023-01-02 00:00:00_B_7,49.92526158
2023-01-02 06:00:00_B_7,49.17787743
2023-01-02 19:00:00_B_7,50.67264574
2023-01-03 00:00:00_B_7,48.72944694
2023-01-03 01:00:00_B_7,47.83258595
2023-01-03 05:00:00_B_7,48.43049327
2023-01-03 06:00:00_B_7,48.72944694
2023-01-03 08:00:00_B_7,50.37369208
2023-01-03 13:00:00_B_7,50.37369208
2023-01-03 16:00:00_B_7,50.37369208
2023-01-03 19:00:00_B_7,49.92526158
2023-01-04 00:00:00_B_7,49.32735426
2023-01-04 09:00:00_B_7,49.47683109
2023-01-04 13:00:00_B_7,50.07473842
2023-01-04 15:00:00_B_7,52.16741405
2023-01-04 16:00:00_B_7,50.82212257
2023-01-04 22:00:00_B_7,50.52316891
2023-01-04 23:00:00_B_7,52.16741405
2023-01-05 00:00:00_B_7,50.07473842
2023-01-05 10:00:00_B_7,49.77578475
2023-01-05 11:00:00_B_7,50.22421525
2023-01-05 12:00:00_B_7,50.22421525
2023-01-05 17:00:00_B_7,50.22421525
2023-01-05 21:00:00_B_7,51.4200299
2023-01-05 23:00:00_B_7,50.67264574
2023-01-06 09:00:00_B_7,49.47683109
2023-01-06 15:00:00_B_7,49.32735426
2023-01-01 02:00:00_B_8,29.74588939
2023-01-01 03:00:00_B_8,29.74588939
2023-01-01 06:00:00_B_8,30.19431988
2023-01-01 07:00:00_B_8,30.64275037
2023-01-01 09:00:00_B_8,30.94170404
2023-01-01 23:00:00_B_8,31.83856502
2023-01-02 13:00:00_B_8,30.94170404
2023-01-02 14:00:00_B_8,31.09118087
2023-01-02 15:00:00_B_8,31.98804185
2023-01-03 03:00:00_B_8,30.19431988
2023-01-03 08:00:00_B_8,31.39013453
2023-01-03 11:00:00_B_8,31.53961136
2023-01-03 13:00:00_B_8,31.09118087
2023-01-04 02:00:00_B_8,30.34379671
2023-01-04 07:00:00_B_8,30.64275037
2023-01-04 08:00:00_B_8,30.94170404
2023-01-04 14:00:00_B_8,32.58594918
2023-01-04 23:00:00_B_8,32.58594918
2023-01-05 09:00:00_B_8,30.94170404
2023-01-05 23:00:00_B_8,31.83856502
2023-01-06 02:00:00_B_8,30.19431988
2023-01-06 03:00:00_B_8,30.19431988
2023-01-06 10:00:00_B_8,30.7922272
2023-01-06 14:00:00_B_8,30.7922272
2023-01-06 19:00:00_B_8,31.39013453
2023-01-06 20:00:00_B_8,31.39013453
2023-01-06 23:00:00_B_8,32.13751868
2023-01-07 02:00:00_B_8,30.04484305
2023-01-07 05:00:00_B_8,29.89536622
2023-01-01 01:00:00_B_9,9.56651719
2023-01-01 08:00:00_B_9,16.59192825
2023-01-01 09:00:00_B_9,16.44245142
2023-01-01 19:00:00_B_9,16.44245142
2023-01-01 21:00:00_B_9,16.29297459
2023-01-01 22:00:00_B_9,16.44245142
2023-01-02 07:00:00_B_9,16.59192825
2023-01-02 08:00:00_B_9,16.59192825
2023-01-02 12:00:00_B_9,16.89088191
2023-01-03 01:00:00_B_9,9.56651719
2023-01-03 15:00:00_B_9,17.04035874
2023-01-03 18:00:00_B_9,16.89088191
2023-01-03 21:00:00_B_9,16.89088191
2023-01-03 23:00:00_B_9,17.48878924
2023-01-04 07:00:00_B_9,16.44245142
2023-01-04 08:00:00_B_9,16.59192825
2023-01-04 09:00:00_B_9,16.59192825
2023-01-04 11:00:00_B_9,17.04035874
2023-01-04 15:00:00_B_9,17.04035874
2023-01-05 07:00:00_B_9,16.44245142
2023-01-05 10:00:00_B_9,16.59192825
2023-01-05 12:00:00_B_9,16.59192825
2023-01-05 18:00:00_B_9,16.59192825
2023-01-06 05:00:00_B_9,8.819133034
2023-01-06 12:00:00_B_9,16.59192825
2023-01-06 13:00:00_B_9,16.59192825
2023-01-01 03:00:00_B_10,30.64275037
2023-01-01 08:00:00_B_10,31.09118087
2023-01-01 13:00:00_B_10,30.64275037
2023-01-01 20:00:00_B_10,31.09118087
2023-01-01 21:00:00_B_10,31.09118087
2023-01-03 07:00:00_B_10,30.94170404
2023-01-03 14:00:00_B_10,32.43647235
2023-01-03 20:00:00_B_10,31.39013453
2023-01-03 22:00:00_B_10,31.09118087
2023-01-03 23:00:00_B_10,31.2406577
2023-01-04 06:00:00_B_10,30.49327354
2023-01-04 11:00:00_B_10,32.73542601
2023-01-04 15:00:00_B_10,34.37967115
2023-01-04 16:00:00_B_10,34.37967115
2023-01-04 17:00:00_B_10,32.73542601
2023-01-04 21:00:00_B_10,31.98804185
2023-01-05 02:00:00_B_10,30.49327354
2023-01-05 05:00:00_B_10,30.49327354
2023-01-05 06:00:00_B_10,30.49327354
2023-01-05 09:00:00_B_10,31.2406577
2023-01-05 19:00:00_B_10,31.09118087
2023-01-05 22:00:00_B_10,31.09118087
2023-01-05 23:00:00_B_10,31.09118087
2023-01-06 11:00:00_B_10,31.68908819
2023-01-06 14:00:00_B_10,31.98804185
2023-01-06 17:00:00_B_10,32.28699552
2023-01-07 23:00:00_B_10,31.09118087
2023-01-01 02:00:00_B_11,8.520179372
2023-01-01 04:00:00_B_11,8.520179372
2023-01-01 08:00:00_B_11,15.99402093
2023-01-01 09:00:00_B_11,15.8445441
2023-01-01 11:00:00_B_11,15.8445441
2023-01-01 15:00:00_B_11,16.29297459
2023-01-01 19:00:00_B_11,15.99402093
2023-01-01 21:00:00_B_11,15.8445441
2023-01-02 04:00:00_B_11,8.520179372
2023-01-02 05:00:00_B_11,8.520179372
2023-01-02 14:00:00_B_11,16.44245142
2023-01-02 21:00:00_B_11,15.8445441
2023-01-02 22:00:00_B_11,15.8445441
2023-01-03 00:00:00_B_11,15.3961136
2023-01-03 03:00:00_B_11,8.520179372
2023-01-03 04:00:00_B_11,8.520179372
2023-01-03 09:00:00_B_11,15.99402093
2023-01-03 12:00:00_B_11,16.59192825
2023-01-03 13:00:00_B_11,16.29297459
2023-01-03 14:00:00_B_11,16.59192825
2023-01-03 18:00:00_B_11,16.29297459
2023-01-03 22:00:00_B_11,16.59192825
2023-01-03 23:00:00_B_11,16.74140508
2023-01-04 05:00:00_B_11,8.520179372
2023-01-04 07:00:00_B_11,15.8445441
2023-01-04 16:00:00_B_11,16.44245142
2023-01-04 19:00:00_B_11,16.29297459
2023-01-05 16:00:00_B_11,15.99402093
2023-01-05 17:00:00_B_11,16.29297459
2023-01-06 14:00:00_B_11,16.29297459
2023-01-06 21:00:00_B_11,15.8445441
2023-01-07 19:00:00_B_11,15.54559043
2023-01-01 05:00:00_B_12,8.370702541
2023-01-01 06:00:00_B_12,14.94768311
2023-01-01 22:00:00_B_12,15.69506726
2023-01-02 05:00:00_B_12,8.370702541
2023-01-02 06:00:00_B_12,14.94768311
2023-01-03 04:00:00_B_12,8.520179372
2023-01-03 06:00:00_B_12,14.94768311
2023-01-03 07:00:00_B_12,15.8445441
2023-01-03 14:00:00_B_12,16.44245142
2023-01-03 17:00:00_B_12,16.44245142
2023-01-03 20:00:00_B_12,16.14349776
2023-01-04 01:00:00_B_12,9.267563528
2023-01-04 12:00:00_B_12,16.44245142
2023-01-04 21:00:00_B_12,16.44245142
2023-01-05 06:00:00_B_12,14.94768311
2023-01-05 09:00:00_B_12,15.69506726
2023-01-05 12:00:00_B_12,15.99402093
2023-01-06 01:00:00_B_12,14.94768311
2023-01-06 02:00:00_B_12,8.370702541
2023-01-06 06:00:00_B_12,14.94768311
2023-01-06 11:00:00_B_12,15.99402093
2023-01-06 16:00:00_B_12,15.99402093
2023-01-06 19:00:00_B_12,15.69506726
2023-01-06 22:00:00_B_12,15.69506726
2023-01-07 02:00:00_B_12,8.370702541
2023-01-07 23:00:00_B_12,14.94768311
2023-01-01 01:00:00_B_13,16.20602035522461
2023-01-01 02:00:00_B_13,16.19428253173828
2023-01-01 03:00:00_B_13,16.204965591430664
2023-01-01 04:00:00_B_13,16.19205093383789
2023-01-01 05:00:00_B_13,16.155759811401367
2023-01-01 06:00:00_B_13,16.21340560913086
2023-01-01 07:00:00_B_13,16.38640594482422
2023-01-01 08:00:00_B_13,16.3870849609375
2023-01-01 09:00:00_B_13,16.2574520111084
2023-01-01 10:00:00_B_13,16.39516258239746
2023-01-01 11:00:00_B_13,16.416257858276367
2023-01-01 12:00:00_B_13,16.408056259155273
2023-01-01 13:00:00_B_13,16.561851501464844
2023-01-01 14:00:00_B_13,16.405603408813477
2023-01-01 15:00:00_B_13,16.40826988220215
2023-01-01 16:00:00_B_13,16.562257766723633
2023-01-01 17:00:00_B_13,16.405317306518555
2023-01-01 18:00:00_B_13,16.547334671020508
2023-01-01 19:00:00_B_13,16.394357681274414
2023-01-01 20:00:00_B_13,16.585407257080078
2023-01-01 21:00:00_B_13,16.48697280883789
2023-01-01 22:00:00_B_13,16.582448959350586
2023-01-01 23:00:00_B_13,16.374841690063477
2023-01-02 00:00:00_B_13,16.242887496948242
2023-01-02 01:00:00_B_13,16.18320083618164
2023-01-02 02:00:00_B_13,16.195301055908203
2023-01-02 03:00:00_B_13,16.188514709472656
2023-01-02 04:00:00_B_13,16.158491134643555
2023-01-02 05:00:00_B_13,16.156776428222656
2023-01-02 06:00:00_B_13,16.219715118408203
2023-01-02 07:00:00_B_13,16.386343002319336
2023-01-02 08:00:00_B_13,16.54378890991211
2023-01-02 09:00:00_B_13,16.546253204345703
2023-01-02 10:00:00_B_13,16.395099639892578
2023-01-02 11:00:00_B_13,16.414535522460938
2023-01-02 12:00:00_B_13,16.406333923339844
2023-01-02 13:00:00_B_13,16.56328582763672
2023-01-02 14:00:00_B_13,16.56219482421875
2023-01-02 15:00:00_B_13,16.548952102661133
2023-01-02 16:00:00_B_13,16.56300163269043
2023-01-02 17:00:00_B_13,16.56219482421875
2023-01-02 18:00:00_B_13,16.601911544799805
2023-01-02 19:00:00_B_13,16.393783569335938
2023-01-02 20:00:00_B_13,16.529701232910156
2023-01-02 21:00:00_B_13,16.468952178955078
2023-01-02 22:00:00_B_13,16.4998722076416
2023-01-02 23:00:00_B_13,16.547880172729492
2023-01-03 00:00:00_B_13,16.54362678527832
2023-01-03 01:00:00_B_13,16.489803314208984
2023-01-03 02:00:00_B_13,16.503049850463867
2023-01-03 03:00:00_B_13,16.201271057128906
2023-01-03 04:00:00_B_13,16.19205093383789
2023-01-03 05:00:00_B_13,16.335426330566406
2023-01-03 06:00:00_B_13,16.219776153564453
2023-01-03 07:00:00_B_13,16.38640594482422
2023-01-03 08:00:00_B_13,16.540874481201172
2023-01-03 09:00:00_B_13,16.54682159423828
2023-01-03 10:00:00_B_13,16.579898834228516
2023-01-03 11:00:00_B_13,16.601734161376953
2023-01-03 12:00:00_B_13,16.59466552734375
2023-01-03 13:00:00_B_13,16.549816131591797
2023-01-03 14:00:00_B_13,16.60599708557129
2023-01-03 15:00:00_B_13,16.643659591674805
2023-01-03 16:00:00_B_13,16.55132484436035
2023-01-03 17:00:00_B_13,16.430044174194336
2023-01-03 18:00:00_B_13,16.547168731689453
2023-01-03 19:00:00_B_13,16.594444274902344
2023-01-03 20:00:00_B_13,16.578176498413086
2023-01-03 21:00:00_B_13,16.59181022644043
2023-01-03 22:00:00_B_13,16.59228515625
2023-01-03 23:00:00_B_13,16.609264373779297
2023-01-04 00:00:00_B_13,16.813764572143555
2023-01-04 01:00:00_B_13,16.350509643554688
2023-01-04 02:00:00_B_13,16.466848373413086
2023-01-04 03:00:00_B_13,16.38039779663086
2023-01-04 04:00:00_B_13,16.521448135375977
2023-01-04 05:00:00_B_13,16.528507232666016
2023-01-04 06:00:00_B_13,16.376386642456055
2023-01-04 07:00:00_B_13,16.428653717041016
2023-01-04 08:00:00_B_13,16.54167938232422
2023-01-04 09:00:00_B_13,16.403343200683594
2023-01-04 10:00:00_B_13,16.54093360900879
2023-01-04 11:00:00_B_13,16.599613189697266
2023-01-04 12:00:00_B_13,16.451250076293945
2023-01-04 13:00:00_B_13,16.491376876831055
2023-01-04 14:00:00_B_13,16.417537689208984
